SensorID,Date,Time,Value
682607,11/19/2022,8:04 am,40.71
682607,11/19/2022,7:49 am,28.09
682607,11/19/2022,7:34 am,18.09
682607,11/19/2022,7:19 am,13.03
682607,11/19/2022,7:04 am,11.47
682607,11/19/2022,6:49 am,11.36
682607,11/19/2022,6:34 am,7.46
682607,11/19/2022,6:19 am,6.89
682607,11/19/2022,6:04 am,2.59
682607,11/19/2022,5:49 am,2.6
682607,11/19/2022,5:34 am,1.82
682607,11/19/2022,5:19 am,1.82
682607,11/19/2022,5:04 am,2.59
682607,11/19/2022,4:49 am,2.6
682607,11/19/2022,4:34 am,1.81
682607,11/19/2022,4:19 am,1.81
682607,11/19/2022,4:04 am,2.59
682607,11/19/2022,3:49 am,2.6
682607,11/19/2022,3:49 am,2.6
682607,11/19/2022,3:34 am,1.81
682607,11/19/2022,3:34 am,1.81
682607,11/19/2022,3:19 am,12.71
682607,11/19/2022,3:19 am,12.71
682607,11/19/2022,3:04 am,12.82
682607,11/19/2022,2:49 am,6.77
682607,11/19/2022,2:34 am,0.08
682607,11/19/2022,2:19 am,0.09
682607,11/19/2022,2:04 am,0.86
682607,11/19/2022,1:49 am,0.88
682607,11/19/2022,1:34 am,0.08
682607,11/19/2022,1:19 am,0.1
682607,11/19/2022,1:04 am,0.87
682607,11/19/2022,12:49 am,0.87
682607,11/19/2022,12:34 am,0.09
682607,11/19/2022,12:19 am,0.09
682607,11/19/2022,12:04 am,6.72
682607,11/18/2022,11:49 pm,0.88
682607,11/18/2022,11:34 pm,0.09
682607,11/18/2022,11:19 pm,0.09
682607,11/18/2022,11:04 pm,1.04
682607,11/18/2022,10:49 pm,9.5
682607,11/18/2022,10:34 pm,9.5
682607,11/18/2022,10:19 pm,9.49
682607,11/18/2022,10:04 pm,9.47
682607,11/18/2022,9:49 pm,9.69
682607,11/18/2022,9:34 pm,9.6
682607,11/18/2022,9:19 pm,9.95
682607,11/18/2022,9:04 pm,9.61
682607,11/18/2022,8:49 pm,9.53
682607,11/18/2022,8:34 pm,9.64
682607,11/18/2022,8:19 pm,8.77
682607,11/18/2022,8:04 pm,7.99
682607,11/18/2022,7:49 pm,8.18
682607,11/18/2022,7:34 pm,9.68
682607,11/18/2022,7:19 pm,9.72
682607,11/18/2022,7:04 pm,9.8
682607,11/18/2022,6:49 pm,9.77
682607,11/18/2022,6:34 pm,9.59
682607,11/18/2022,6:19 pm,9.48
682607,11/18/2022,6:04 pm,10.34
682607,11/18/2022,5:49 pm,10.52
682607,11/18/2022,5:34 pm,10.54
682607,11/18/2022,5:19 pm,10.53
682607,11/18/2022,5:04 pm,10.22
682607,11/18/2022,4:49 pm,10.41
682607,11/18/2022,4:34 pm,10.65
682607,11/18/2022,4:19 pm,14.34
682607,11/18/2022,4:04 pm,30.02
682607,11/18/2022,3:49 pm,65.28
682607,11/18/2022,3:34 pm,126.68
682607,11/18/2022,3:19 pm,196.32
682607,11/18/2022,3:04 pm,328
682607,11/18/2022,2:49 pm,347.84
682607,11/18/2022,2:49 pm,347.84
682607,11/18/2022,2:34 pm,345.12
682607,11/18/2022,2:19 pm,464.16
682607,11/18/2022,2:04 pm,523.2
682607,11/18/2022,1:49 pm,681.92
682607,11/18/2022,1:34 pm,983.68
682607,11/18/2022,1:19 pm,1531.52
682607,11/18/2022,1:04 pm,1458.56
682607,11/18/2022,12:49 pm,1067.2
682607,11/18/2022,12:34 pm,1312.64
682607,11/18/2022,12:19 pm,1514.88
682607,11/18/2022,12:04 pm,1062.72
682607,11/18/2022,11:49 am,1315.2
682607,11/18/2022,11:34 am,1058.24
682607,11/18/2022,11:19 am,888.32
682607,11/18/2022,11:04 am,1147.84
682607,11/18/2022,10:49 am,1140.48
682607,11/18/2022,10:34 am,1261.12
682607,11/18/2022,10:19 am,811.52
682607,11/18/2022,10:04 am,920.32
682607,11/18/2022,9:49 am,2091.52
682607,11/18/2022,9:34 am,2180.48
682607,11/18/2022,9:19 am,2252.16
682607,11/18/2022,9:04 am,1300.48
682607,11/18/2022,8:49 am,1056.96
682607,11/18/2022,8:34 am,487.2
682607,11/18/2022,8:19 am,146.56
682607,11/18/2022,8:04 am,77.98
682607,11/18/2022,7:49 am,47.88
682607,11/18/2022,7:34 am,22.99
682607,11/18/2022,7:19 am,11.64
682607,11/18/2022,7:04 am,9.7
682607,11/18/2022,6:49 am,8.96
682607,11/18/2022,6:49 am,8.96
682607,11/18/2022,6:49 am,8.96
682607,11/18/2022,6:49 am,8.96
682607,11/18/2022,6:34 am,9.28
682607,11/18/2022,6:19 am,9.33
682607,11/18/2022,6:04 am,6.77
682607,11/18/2022,5:49 am,6.62
682607,11/18/2022,5:34 am,0.08
682607,11/18/2022,5:19 am,0.08
682607,11/18/2022,5:04 am,0.87
682607,11/18/2022,4:49 am,0.88
682607,11/18/2022,4:34 am,5.99
682607,11/18/2022,4:19 am,6.03
682607,11/18/2022,4:04 am,0.86
682607,11/18/2022,4:04 am,0.86
682607,11/18/2022,3:49 am,0.87
682607,11/18/2022,3:49 am,0.87
682607,11/18/2022,3:34 am,0.08
682607,11/18/2022,3:19 am,0.08
682607,11/18/2022,3:04 am,0.87
682607,11/18/2022,2:49 am,0.88
682607,11/18/2022,2:34 am,0.09
682607,11/18/2022,2:19 am,0.08
682607,11/18/2022,2:04 am,0.88
682607,11/18/2022,2:04 am,0.88
682607,11/18/2022,1:49 am,0.88
682607,11/18/2022,1:49 am,0.88
682607,11/18/2022,1:34 am,0.08
682607,11/18/2022,1:34 am,0.08
682607,11/18/2022,1:19 am,0.08
682607,11/18/2022,1:19 am,0.08
682607,11/18/2022,1:04 am,0.87
682607,11/18/2022,1:04 am,0.87
682607,11/18/2022,12:49 am,1.06
682607,11/18/2022,12:49 am,1.06
682607,11/18/2022,12:34 am,6.04
682607,11/18/2022,12:34 am,6.04
682607,11/18/2022,12:19 am,0.08
682607,11/18/2022,12:19 am,0.08
682607,11/18/2022,12:04 am,0.86
682607,11/18/2022,12:04 am,0.86
682607,11/17/2022,11:49 pm,0.87
682607,11/17/2022,11:49 pm,0.87
682607,11/17/2022,11:34 pm,0.08
682607,11/17/2022,11:34 pm,0.08
682607,11/17/2022,11:19 pm,0.08
682607,11/17/2022,11:19 pm,0.08
682607,11/17/2022,11:04 pm,0.86
682607,11/17/2022,11:04 pm,0.86
682607,11/17/2022,10:49 pm,0.87
682607,11/17/2022,10:49 pm,0.87
682607,11/17/2022,10:34 pm,0.87
682607,11/17/2022,10:34 pm,0.87
682607,11/17/2022,10:19 pm,5.18
682607,11/17/2022,10:19 pm,5.18
682607,11/17/2022,10:04 pm,5.6
682607,11/17/2022,10:04 pm,5.6
682607,11/17/2022,9:49 pm,9.43
682607,11/17/2022,9:49 pm,9.43
682607,11/17/2022,9:34 pm,9.37
682607,11/17/2022,9:34 pm,9.37
682607,11/17/2022,9:19 pm,5.2
682607,11/17/2022,9:04 pm,7.77
682607,11/17/2022,9:04 pm,7.77
682607,11/17/2022,8:49 pm,9.37
682607,11/17/2022,8:49 pm,9.37
682607,11/17/2022,8:34 pm,6.01
682607,11/17/2022,8:34 pm,6.01
682607,11/17/2022,8:19 pm,9.66
682607,11/17/2022,8:19 pm,9.66
682607,11/17/2022,8:04 pm,9.58
682607,11/17/2022,7:49 pm,9.63
682607,11/17/2022,7:34 pm,9.67
682607,11/17/2022,7:19 pm,9.64
682607,11/17/2022,7:04 pm,9.68
682607,11/17/2022,6:49 pm,9.68
682607,11/17/2022,6:34 pm,9.78
682607,11/17/2022,6:34 pm,9.78
682607,11/17/2022,6:19 pm,9.76
682607,11/17/2022,6:04 pm,9.74
682607,11/17/2022,5:49 pm,10.66
682607,11/17/2022,5:34 pm,10.68
682607,11/17/2022,5:19 pm,10.66
682607,11/17/2022,5:04 pm,10.45
682607,11/17/2022,4:49 pm,10.68
682607,11/17/2022,4:34 pm,10.94
682607,11/17/2022,4:19 pm,12.29
682607,11/17/2022,4:04 pm,24.57
682607,11/17/2022,3:49 pm,42.78
682607,11/17/2022,3:34 pm,58.8
682607,11/17/2022,3:19 pm,77.7
682607,11/17/2022,3:04 pm,107.72
682607,11/17/2022,2:49 pm,104.84
682607,11/17/2022,2:34 pm,233.68
682607,11/17/2022,2:19 pm,687.68
682607,11/17/2022,2:04 pm,188.88
682607,11/17/2022,1:49 pm,211.28
682607,11/17/2022,1:34 pm,255.52
682607,11/17/2022,1:19 pm,216.08
682607,11/17/2022,1:04 pm,1148.8
682607,11/17/2022,12:49 pm,565.76
682607,11/17/2022,12:34 pm,456.16
682607,11/17/2022,12:19 pm,344.16
682607,11/17/2022,12:04 pm,338.72
682607,11/17/2022,11:49 am,243.68
682607,11/17/2022,11:34 am,185.84
682607,11/17/2022,11:19 am,258.16
682607,11/17/2022,11:04 am,362.56
682607,11/17/2022,10:49 am,199.6
682607,11/17/2022,10:34 am,244.08
682607,11/17/2022,10:19 am,238.48
682607,11/17/2022,10:04 am,111.28
682607,11/17/2022,9:49 am,266.64
682607,11/17/2022,9:34 am,219.92
682607,11/17/2022,9:19 am,240.24
682607,11/17/2022,9:04 am,276.32
682607,11/17/2022,8:49 am,114.16
682607,11/17/2022,8:49 am,114.16
682607,11/17/2022,8:34 am,67.24
682607,11/17/2022,8:19 am,116.72
682607,11/17/2022,8:04 am,82.32
682607,11/17/2022,7:49 am,18.08
682607,11/17/2022,7:34 am,16.47
682607,11/17/2022,7:19 am,11.4
682607,11/17/2022,7:04 am,9.66
682607,11/17/2022,6:49 am,9.72
