SensorID,Date,Time,Signal Strength
687113,11/19/2022,8:05 AM,84
687113,11/19/2022,8:05 AM,87
687113,11/19/2022,7:40 AM,86
687113,11/19/2022,7:40 AM,75
687113,11/19/2022,7:12 AM,86
687113,11/19/2022,7:12 AM,84
687113,11/19/2022,6:14 AM,85
687113,11/19/2022,5:14 AM,85
687113,11/19/2022,4:14 AM,85
687113,11/19/2022,3:14 AM,85
687113,11/19/2022,3:14 AM,85
687113,11/19/2022,2:14 AM,85
687113,11/19/2022,1:14 AM,85
687113,11/19/2022,12:14 AM,85
687113,11/18/2022,11:14 PM,85
687113,11/18/2022,10:14 PM,82
687113,11/18/2022,9:14 PM,83
687113,11/18/2022,8:14 PM,80
687113,11/18/2022,8:14 PM,83
687113,11/18/2022,8:13 PM,85
687113,11/18/2022,8:12 PM,86
687113,11/18/2022,7:48 PM,83
687113,11/18/2022,7:48 PM,80
687113,11/18/2022,7:46 PM,84
687113,11/18/2022,7:46 PM,86
687113,11/18/2022,7:07 PM,84
687113,11/18/2022,7:07 PM,81
687113,11/18/2022,6:52 PM,81
687113,11/18/2022,6:52 PM,78
687113,11/18/2022,6:49 PM,85
687113,11/18/2022,6:49 PM,77
687113,11/18/2022,6:38 PM,85
687113,11/18/2022,6:38 PM,83
687113,11/18/2022,6:29 PM,88
687113,11/18/2022,6:28 PM,79
687113,11/18/2022,6:19 PM,85
687113,11/18/2022,6:19 PM,79
687113,11/18/2022,5:23 PM,86
687113,11/18/2022,4:23 PM,86
687113,11/18/2022,3:23 PM,86
687113,11/18/2022,2:23 PM,86
687113,11/18/2022,2:23 PM,80
687113,11/18/2022,2:15 PM,86
687113,11/18/2022,2:14 PM,78
687113,11/18/2022,2:12 PM,86
687113,11/18/2022,2:12 PM,80
687113,11/18/2022,2:05 PM,85
687113,11/18/2022,2:05 PM,83
687113,11/18/2022,2:03 PM,81
687113,11/18/2022,2:03 PM,83
687113,11/18/2022,1:57 PM,73
687113,11/18/2022,1:57 PM,74
687113,11/18/2022,1:31 PM,85
687113,11/18/2022,1:31 PM,80
687113,11/18/2022,1:17 PM,83
687113,11/18/2022,12:17 PM,86
687113,11/18/2022,12:17 PM,79
687113,11/18/2022,12:10 PM,87
687113,11/18/2022,12:10 PM,83
687113,11/18/2022,11:48 AM,85
687113,11/18/2022,11:48 AM,78
687113,11/18/2022,11:47 AM,82
687113,11/18/2022,11:47 AM,62
687113,11/18/2022,11:45 AM,83
687113,11/18/2022,11:45 AM,75
687113,11/18/2022,11:45 AM,82
687113,11/18/2022,11:45 AM,79
687113,11/18/2022,10:48 AM,85
687113,11/18/2022,9:48 AM,84
687113,11/18/2022,9:48 AM,83
687113,11/18/2022,9:09 AM,83
687113,11/18/2022,9:09 AM,72
687113,11/18/2022,8:13 AM,86
687113,11/18/2022,7:13 AM,84
687113,11/18/2022,6:13 AM,87
687113,11/18/2022,5:13 AM,87
687113,11/18/2022,4:13 AM,86
687113,11/18/2022,3:13 AM,86
687113,11/18/2022,2:13 AM,86
687113,11/18/2022,1:13 AM,87
687113,11/18/2022,1:13 AM,87
687113,11/18/2022,12:13 AM,86
687113,11/17/2022,11:13 PM,87
687113,11/17/2022,11:13 PM,87
687113,11/17/2022,10:13 PM,86
687113,11/17/2022,9:13 PM,87
687113,11/17/2022,8:13 PM,86
687113,11/17/2022,8:13 PM,86
687113,11/17/2022,7:13 PM,86
687113,11/17/2022,6:13 PM,83
687113,11/17/2022,5:13 PM,85
687113,11/17/2022,4:13 PM,86
687113,11/17/2022,4:12 PM,82
687113,11/17/2022,4:00 PM,82
687113,11/17/2022,4:00 PM,78
687113,11/17/2022,4:00 PM,81
687113,11/17/2022,4:00 PM,79
687113,11/17/2022,3:58 PM,74
687113,11/17/2022,2:58 PM,72
687113,11/17/2022,2:58 PM,77
687113,11/17/2022,2:37 PM,82
687113,11/17/2022,2:37 PM,80
687113,11/17/2022,2:25 PM,85
687113,11/17/2022,2:25 PM,80
687113,11/17/2022,2:14 PM,86
687113,11/17/2022,2:14 PM,86
687113,11/17/2022,1:34 PM,82
687113,11/17/2022,1:34 PM,83
687113,11/17/2022,1:16 PM,85
687113,11/17/2022,1:16 PM,74
687113,11/17/2022,1:10 PM,82
687113,11/17/2022,1:10 PM,80
687113,11/17/2022,1:09 PM,80
687113,11/17/2022,1:09 PM,77
687113,11/17/2022,1:03 PM,78
687113,11/17/2022,12:03 PM,81
687113,11/17/2022,12:03 PM,80
687113,11/17/2022,12:02 PM,84
687113,11/17/2022,12:02 PM,82
687113,11/17/2022,11:57 AM,79
687113,11/17/2022,11:57 AM,82
687113,11/17/2022,11:52 AM,86
687113,11/17/2022,11:52 AM,68
687113,11/17/2022,11:39 AM,81
687113,11/17/2022,10:39 AM,83
687113,11/17/2022,9:39 AM,82
687113,11/17/2022,8:39 AM,83
687113,11/17/2022,8:39 AM,86
687113,11/17/2022,8:05 AM,85
687113,11/17/2022,7:05 AM,83
687113,11/17/2022,7:05 AM,80
687113,11/17/2022,6:38 AM,86
687113,11/17/2022,5:38 AM,85
687113,11/17/2022,5:38 AM,85
687113,11/17/2022,4:38 AM,86
687113,11/17/2022,3:38 AM,85
687113,11/17/2022,3:38 AM,85
687113,11/17/2022,2:38 AM,85
687113,11/17/2022,1:38 AM,84
687113,11/17/2022,1:38 AM,84
687113,11/17/2022,12:38 AM,84
687113,11/16/2022,11:38 PM,86
687113,11/16/2022,11:38 PM,86
687113,11/16/2022,11:38 PM,86
687113,11/16/2022,10:38 PM,85
687113,11/16/2022,10:38 PM,85
687113,11/16/2022,9:38 PM,85
687113,11/16/2022,9:38 PM,85
687113,11/16/2022,8:38 PM,84
687113,11/16/2022,8:38 PM,84
687113,11/16/2022,8:38 PM,84
687113,11/16/2022,7:38 PM,85
687113,11/16/2022,6:38 PM,85
687113,11/16/2022,5:38 PM,85
687113,11/16/2022,4:38 PM,85
687113,11/16/2022,3:38 PM,83
