SensorID,Humidity,Temperature,Date,Time
683654,43.21,19.4,2022-11-19,07:54:00
683654,42.95,19.5,2022-11-19,07:34:00
683654,42.89,19.4,2022-11-19,07:14:00
683654,42.76,19.4,2022-11-19,06:54:00
683654,42.64,19.4,2022-11-19,06:34:00
683654,42.79,19.4,2022-11-19,06:14:00
683654,42.81,19.4,2022-11-19,05:54:00
683654,42.91,19.4,2022-11-19,05:34:00
683654,42.89,19.5,2022-11-19,05:14:00
683654,42.98,19.4,2022-11-19,04:54:00
683654,43.02,19.4,2022-11-19,04:34:00
683654,43.07,19.5,2022-11-19,04:14:00
683654,43.03,19.5,2022-11-19,03:54:00
683654,43.03,19.5,2022-11-19,03:54:00
683654,43.17,19.4,2022-11-19,03:34:00
683654,43.17,19.4,2022-11-19,03:34:00
683654,43.5,19.3,2022-11-19,03:14:00
683654,43.5,19.3,2022-11-19,03:14:00
683654,43.46,19.3,2022-11-19,02:54:00
683654,43.35,19.4,2022-11-19,02:34:00
683654,43.25,19.4,2022-11-19,02:14:00
683654,43.2,19.5,2022-11-19,01:54:00
683654,43.13,19.5,2022-11-19,01:34:00
683654,43.11,19.6,2022-11-19,01:14:00
683654,43.04,19.6,2022-11-19,00:54:00
683654,43.04,19.6,2022-11-19,00:34:00
683654,42.98,19.7,2022-11-19,00:14:00
683654,42.87,19.8,2022-11-18,23:54:00
683654,42.78,19.9,2022-11-18,23:34:00
683654,42.78,20.0,2022-11-18,23:14:00
683654,42.92,20.0,2022-11-18,22:54:00
683654,42.9,20.1,2022-11-18,22:34:00
683654,42.64,20.2,2022-11-18,22:14:00
683654,42.76,20.2,2022-11-18,21:54:00
683654,42.61,20.2,2022-11-18,21:34:00
683654,42.63,20.2,2022-11-18,21:14:00
683654,42.49,20.2,2022-11-18,20:54:00
683654,42.54,20.2,2022-11-18,20:34:00
683654,42.43,20.3,2022-11-18,20:14:00
683654,42.5,20.3,2022-11-18,19:54:00
683654,42.35,20.3,2022-11-18,19:34:00
683654,42.41,20.3,2022-11-18,19:14:00
683654,42.4,20.4,2022-11-18,18:54:00
683654,42.12,20.4,2022-11-18,18:34:00
683654,42.17,20.5,2022-11-18,18:14:00
683654,42.33,20.6,2022-11-18,17:54:00
683654,42.59,20.6,2022-11-18,17:34:00
683654,43.25,20.6,2022-11-18,17:14:00
683654,43.25,20.7,2022-11-18,16:54:00
683654,43.34,20.7,2022-11-18,16:34:00
683654,43.68,20.8,2022-11-18,16:14:00
683654,43.67,20.9,2022-11-18,15:54:00
683654,43.13,20.9,2022-11-18,15:34:00
683654,43.74,20.9,2022-11-18,15:14:00
683654,43.59,21.0,2022-11-18,14:54:00
683654,43.55,21.0,2022-11-18,14:34:00
683654,44.31,21.2,2022-11-18,14:14:00
683654,43.87,21.3,2022-11-18,13:54:00
683654,43.66,21.4,2022-11-18,13:34:00
683654,44.49,21.4,2022-11-18,13:14:00
683654,45.01,21.3,2022-11-18,12:54:00
683654,45.07,21.3,2022-11-18,12:34:00
683654,46.21,21.2,2022-11-18,12:14:00
683654,45.75,21.1,2022-11-18,11:54:00
683654,45.75,20.9,2022-11-18,11:34:00
683654,46.44,20.8,2022-11-18,11:14:00
683654,45.55,20.7,2022-11-18,10:54:00
683654,45.49,20.7,2022-11-18,10:34:00
683654,46.05,20.5,2022-11-18,10:14:00
683654,46.05,20.5,2022-11-18,10:14:00
683654,46.14,20.6,2022-11-18,09:54:00
683654,46.83,20.3,2022-11-18,09:34:00
683654,47.74,19.9,2022-11-18,09:14:00
683654,48.16,19.6,2022-11-18,08:54:00
683654,48.73,19.4,2022-11-18,08:34:00
683654,49.31,19.2,2022-11-18,08:14:00
683654,49.5,19.2,2022-11-18,07:54:00
683654,50.15,19.2,2022-11-18,07:34:00
683654,49.96,19.3,2022-11-18,07:14:00
683654,49.65,19.2,2022-11-18,06:54:00
683654,49.74,19.3,2022-11-18,06:34:00
683654,49.96,19.3,2022-11-18,06:14:00
683654,49.93,19.4,2022-11-18,05:54:00
683654,49.93,19.4,2022-11-18,05:54:00
683654,49.85,19.4,2022-11-18,05:34:00
683654,49.95,19.4,2022-11-18,05:14:00
683654,49.99,19.4,2022-11-18,04:54:00
683654,49.9,19.5,2022-11-18,04:34:00
683654,49.89,19.5,2022-11-18,04:14:00
683654,49.88,19.5,2022-11-18,03:54:00
683654,49.88,19.5,2022-11-18,03:54:00
683654,49.78,19.5,2022-11-18,03:34:00
683654,49.8,19.5,2022-11-18,03:14:00
683654,49.75,19.5,2022-11-18,02:54:00
683654,49.75,19.6,2022-11-18,02:34:00
683654,49.73,19.6,2022-11-18,02:14:00
683654,49.6,19.6,2022-11-18,01:54:00
683654,49.6,19.6,2022-11-18,01:54:00
683654,49.58,19.6,2022-11-18,01:34:00
683654,49.58,19.6,2022-11-18,01:34:00
683654,49.48,19.6,2022-11-18,01:14:00
683654,49.48,19.6,2022-11-18,01:14:00
683654,49.52,19.6,2022-11-18,00:54:00
683654,49.52,19.6,2022-11-18,00:54:00
683654,49.58,19.6,2022-11-18,00:34:00
683654,49.58,19.6,2022-11-18,00:34:00
683654,49.43,19.6,2022-11-18,00:14:00
683654,49.43,19.6,2022-11-18,00:14:00
683654,49.31,19.6,2022-11-17,23:54:00
683654,49.31,19.6,2022-11-17,23:54:00
683654,49.21,19.6,2022-11-17,23:34:00
683654,49.21,19.6,2022-11-17,23:34:00
683654,49.16,19.7,2022-11-17,23:14:00
683654,49.16,19.7,2022-11-17,23:14:00
683654,49.11,19.7,2022-11-17,22:54:00
683654,49.11,19.7,2022-11-17,22:54:00
683654,49.22,19.7,2022-11-17,22:34:00
683654,49.22,19.7,2022-11-17,22:34:00
683654,49.18,19.7,2022-11-17,22:14:00
683654,49.18,19.7,2022-11-17,22:14:00
683654,49.3,19.7,2022-11-17,21:54:00
683654,49.3,19.7,2022-11-17,21:54:00
683654,49.35,19.7,2022-11-17,21:34:00
683654,49.35,19.7,2022-11-17,21:34:00
683654,49.49,19.8,2022-11-17,21:14:00
683654,49.69,19.8,2022-11-17,20:54:00
683654,49.69,19.8,2022-11-17,20:54:00
683654,49.96,19.7,2022-11-17,20:34:00
683654,49.96,19.7,2022-11-17,20:34:00
683654,50.04,19.8,2022-11-17,20:14:00
683654,50.04,19.8,2022-11-17,20:14:00
683654,50.23,19.8,2022-11-17,19:54:00
683654,50.23,19.8,2022-11-17,19:54:00
683654,50.56,19.8,2022-11-17,19:34:00
683654,50.69,19.8,2022-11-17,19:14:00
683654,50.58,19.8,2022-11-17,18:54:00
683654,50.57,19.8,2022-11-17,18:34:00
683654,51.08,19.8,2022-11-17,18:14:00
683654,50.74,20.0,2022-11-17,17:54:00
683654,51.1,20.0,2022-11-17,17:34:00
683654,52.69,19.9,2022-11-17,17:14:00
683654,52.51,20.1,2022-11-17,16:54:00
683654,53.29,20.0,2022-11-17,16:34:00
683654,54.37,19.9,2022-11-17,16:14:00
683654,53.6,20.2,2022-11-17,15:54:00
683654,53.46,20.2,2022-11-17,15:34:00
683654,53.58,20.2,2022-11-17,15:14:00
683654,52.81,20.4,2022-11-17,14:54:00
683654,52.9,20.4,2022-11-17,14:34:00
683654,54.05,20.3,2022-11-17,14:14:00
683654,53.67,20.6,2022-11-17,13:54:00
683654,54.0,20.6,2022-11-17,13:34:00
683654,55.5,20.5,2022-11-17,13:14:00
683654,54.94,20.5,2022-11-17,12:54:00
683654,55.57,20.3,2022-11-17,12:34:00
683654,56.59,20.1,2022-11-17,12:14:00
683654,55.92,20.0,2022-11-17,11:54:00
683654,56.47,19.9,2022-11-17,11:34:00
683654,57.38,19.8,2022-11-17,11:14:00
683654,55.21,19.8,2022-11-17,10:54:00
683654,54.53,19.6,2022-11-17,10:34:00
683654,54.4,19.4,2022-11-17,10:14:00
683654,52.08,19.5,2022-11-17,09:54:00
683654,51.72,19.4,2022-11-17,09:34:00
683654,51.64,19.3,2022-11-17,09:14:00
683654,49.26,19.4,2022-11-17,08:54:00
683654,48.91,19.4,2022-11-17,08:34:00
683654,49.1,19.2,2022-11-17,08:14:00
683654,48.82,19.2,2022-11-17,07:54:00
683654,48.53,19.1,2022-11-17,07:34:00
683654,48.65,19.1,2022-11-17,07:14:00
683654,48.38,19.1,2022-11-17,06:54:00
683654,48.09,19.1,2022-11-17,06:34:00
683654,47.73,19.2,2022-11-17,06:14:00
683654,47.24,19.2,2022-11-17,05:54:00
683654,46.9,19.3,2022-11-17,05:34:00
683654,46.79,19.4,2022-11-17,05:14:00
683654,46.68,19.4,2022-11-17,04:54:00
683654,46.57,19.4,2022-11-17,04:34:00
683654,46.41,19.5,2022-11-17,04:14:00
683654,46.41,19.5,2022-11-17,04:14:00
683654,46.33,19.5,2022-11-17,03:54:00
683654,46.33,19.5,2022-11-17,03:54:00
683654,46.08,19.5,2022-11-17,03:34:00
683654,46.08,19.5,2022-11-17,03:34:00
683654,45.86,19.5,2022-11-17,03:14:00
683654,45.65,19.5,2022-11-17,02:54:00
683654,45.61,19.6,2022-11-17,02:34:00
683654,45.37,19.6,2022-11-17,02:14:00
683654,44.97,19.6,2022-11-17,01:54:00
683654,44.97,19.6,2022-11-17,01:54:00
683654,44.77,19.6,2022-11-17,01:34:00
683654,44.77,19.6,2022-11-17,01:34:00
683654,44.71,19.6,2022-11-17,01:14:00
683654,44.47,19.7,2022-11-17,00:54:00
683654,44.35,19.7,2022-11-17,00:34:00
683654,44.34,19.7,2022-11-17,00:14:00
683654,44.36,19.7,2022-11-16,23:54:00
683654,44.36,19.7,2022-11-16,23:54:00
683654,44.36,19.7,2022-11-16,23:54:00
683654,44.31,19.7,2022-11-16,23:34:00
683654,44.31,19.7,2022-11-16,23:34:00
683654,44.29,19.8,2022-11-16,23:14:00
683654,44.32,19.8,2022-11-16,22:54:00
683654,44.32,19.8,2022-11-16,22:54:00
683654,44.32,19.8,2022-11-16,22:54:00
683654,44.14,19.8,2022-11-16,22:34:00
683654,44.14,19.8,2022-11-16,22:34:00
683654,44.19,19.8,2022-11-16,22:14:00
683654,44.14,19.8,2022-11-16,21:54:00
683654,44.14,19.8,2022-11-16,21:54:00
683654,44.24,19.8,2022-11-16,21:34:00
683654,44.24,19.8,2022-11-16,21:34:00
683654,44.29,19.9,2022-11-16,21:14:00
683654,44.36,19.9,2022-11-16,20:54:00
683654,44.36,19.9,2022-11-16,20:54:00
683654,44.36,19.9,2022-11-16,20:54:00
683654,44.35,20.0,2022-11-16,20:34:00
683654,44.35,20.0,2022-11-16,20:34:00
683654,44.35,20.0,2022-11-16,20:34:00
683654,44.52,20.0,2022-11-16,20:14:00
683654,44.52,20.0,2022-11-16,20:14:00
683654,44.52,20.0,2022-11-16,20:14:00
683654,44.67,20.0,2022-11-16,19:54:00
683654,44.64,20.0,2022-11-16,19:34:00
683654,44.64,20.0,2022-11-16,19:14:00
683654,44.65,20.0,2022-11-16,18:54:00
683654,44.68,20.0,2022-11-16,18:34:00
683654,44.57,20.1,2022-11-16,18:14:00
683654,44.22,20.1,2022-11-16,17:54:00
683654,44.13,20.1,2022-11-16,17:34:00
683654,43.8,20.2,2022-11-16,17:14:00
683654,43.74,20.3,2022-11-16,16:54:00
683654,43.74,20.4,2022-11-16,16:34:00
683654,44.13,20.4,2022-11-16,16:14:00
683654,43.61,20.5,2022-11-16,15:54:00
683654,43.2,20.6,2022-11-16,15:34:00
683654,43.16,20.6,2022-11-16,15:14:00
683654,43.01,20.6,2022-11-16,14:54:00
683654,43.3,20.5,2022-11-16,14:34:00
683654,42.8,20.6,2022-11-16,14:14:00
683654,42.76,20.4,2022-11-16,13:54:00
683654,42.84,20.4,2022-11-16,13:34:00
683654,43.31,20.3,2022-11-16,13:14:00
683654,43.43,20.3,2022-11-16,12:54:00
683654,43.86,20.1,2022-11-16,12:34:00
683654,44.29,20.1,2022-11-16,12:14:00
683654,44.24,20.0,2022-11-16,11:54:00
683654,44.16,19.9,2022-11-16,11:34:00
683654,44.65,19.8,2022-11-16,11:14:00
683654,44.7,19.8,2022-11-16,10:54:00
683654,44.54,19.7,2022-11-16,10:34:00
683654,44.58,19.6,2022-11-16,10:14:00
683654,44.87,19.7,2022-11-16,09:54:00
683654,45.28,19.6,2022-11-16,09:34:00
683654,44.7,19.5,2022-11-16,09:14:00
683654,44.6,19.5,2022-11-16,08:54:00
683654,44.97,19.4,2022-11-16,08:34:00
683654,45.74,19.2,2022-11-16,08:14:00
683654,46.13,19.1,2022-11-16,07:54:00
683654,45.92,19.1,2022-11-16,07:34:00
683654,45.4,19.1,2022-11-16,07:14:00
683654,45.1,19.0,2022-11-16,06:54:00
683654,45.1,19.1,2022-11-16,06:34:00
683654,45.45,19.1,2022-11-16,06:14:00
683654,45.61,19.0,2022-11-16,05:54:00
683654,45.71,19.1,2022-11-16,05:34:00
